# SHEtoken WEI Historical — 2019 | Global WEI: 55.0
# Event-reversal model from 2025 baseline
# (c) 2026 SHE Foundation
#
rank,country,iso_code,region,tier,population_millions,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,wei_score,population_weight,ticker,year,wei_version,data_source,verified,notes,data_source
12,Australia,AUS,Oceania,1,25.9,80.8,96.6,79.1,96.1,89.1,83.6,87.1,84.1,16.3,85.3,1.0,SHE-AUS,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
13,Belgium,BEL,Europe,1,11.5,78.8,96.6,80.1,96.1,87.1,83.6,87.1,83.1,13.3,85.0,1.0,SHE-BEL,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
14,Austria,AUT,Europe,1,9.0,77.8,95.6,79.1,96.1,86.1,82.6,86.1,82.1,12.3,84.2,1.0,SHE-AUT,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
15,United Kingdom,GBR,Europe,1,67.0,77.8,96.6,78.1,95.1,86.1,82.6,85.1,83.1,16.3,83.7,1.0,SHE-GBR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
16,France,FRA,Europe,1,67.4,76.8,95.6,78.1,95.1,85.1,81.6,85.1,82.1,15.3,83.2,1.0,SHE-FRA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
17,Spain,ESP,Europe,1,47.4,74.8,96.6,76.1,95.1,84.1,81.6,84.1,81.1,14.3,82.5,1.0,SHE-ESP,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
18,United States,USA,N. America,1,331.0,75.8,96.6,73.1,93.1,93.1,79.6,83.1,82.1,20.3,82.5,1.0,SHE-USA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
19,Portugal,PRT,Europe,1,10.3,72.8,95.6,74.1,94.1,83.1,80.6,83.1,79.1,13.3,81.2,1.0,SHE-PRT,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
20,Japan,JPN,Asia,1,125.7,66.8,97.6,71.1,98.1,79.1,78.6,83.1,81.1,7.3,80.6,1.0,SHE-JPN,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
21,Israel,ISR,Middle East,1,9.3,70.8,96.6,74.1,95.1,77.1,76.6,79.1,78.1,15.3,79.0,1.0,SHE-ISR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
22,South Korea,KOR,Asia,1,51.7,63.8,97.6,68.1,97.1,77.1,76.6,81.1,78.1,11.3,78.2,1.0,SHE-KOR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
23,Uruguay,URY,S. America,1,3.5,70.8,95.6,68.1,93.1,77.1,74.6,77.1,74.1,26.3,75.9,1.0,SHE-URY,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
24,China,CHN,Asia,2,1412.0,60.2,92.1,63.5,88.6,60.8,62.3,64.5,62.9,22.5,66.7,1.0,SHE-CHN,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
25,Argentina,ARG,S. America,2,45.4,58.2,92.1,57.5,89.6,68.8,62.3,66.5,64.9,36.5,66.0,1.0,SHE-ARG,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
26,Ukraine,UKR,Europe,2,43.5,56.2,92.1,61.5,88.6,64.8,60.3,64.5,62.9,28.5,65.5,1.0,SHE-UKR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
27,Chile,CHL,S. America,2,19.1,54.2,91.1,56.5,88.6,64.8,60.3,64.5,62.9,34.5,63.9,1.0,SHE-CHL,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
28,Russia,RUS,Europe,2,144.1,54.2,91.1,59.5,86.6,60.8,56.3,60.5,58.9,26.5,62.9,1.0,SHE-RUS,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
29,Kazakhstan,KAZ,Central Asia,2,19.1,52.2,91.1,59.5,86.6,58.8,58.3,60.5,56.9,26.5,62.4,1.0,SHE-KAZ,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
30,Philippines,PHL,Asia,2,111.0,63.2,90.1,57.5,80.6,58.8,56.3,58.5,56.9,32.5,61.9,1.0,SHE-PHL,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
31,Vietnam,VNM,Asia,2,97.3,56.2,89.1,55.5,86.6,54.8,58.3,58.5,54.9,20.5,61.8,1.0,SHE-VNM,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
32,Thailand,THA,Asia,2,71.6,55.2,87.1,57.5,86.6,56.8,56.3,58.5,56.9,26.5,61.3,1.0,SHE-THA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
33,Sri Lanka,LKA,Asia,2,22.2,54.2,91.1,51.5,83.6,56.8,54.3,56.5,52.9,26.5,59.7,1.0,SHE-LKA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
34,Brazil,BRA,S. America,2,213.0,53.2,89.1,53.5,86.6,62.8,54.3,58.5,56.9,44.5,59.6,1.0,SHE-BRA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
35,Colombia,COL,S. America,2,51.0,50.2,89.1,49.5,85.6,54.8,54.3,58.5,56.9,42.5,57.5,1.0,SHE-COL,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
36,Mongolia,MNG,Asia,2,3.3,53.2,90.1,51.5,82.6,52.8,52.3,54.5,52.9,36.5,57.2,1.0,SHE-MNG,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
37,Mexico,MEX,N. America,2,128.9,45.2,87.1,47.5,83.6,56.8,50.3,56.5,54.9,46.5,55.0,1.0,SHE-MEX,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
38,Rwanda,RWA,Africa,2,13.5,62.2,83.1,47.5,70.6,50.8,54.3,52.5,44.9,34.5,55.0,1.0,SHE-RWA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
39,Turkey,TUR,Europe/Asia,2,84.3,46.2,81.1,51.5,84.6,50.8,50.3,54.5,52.9,34.5,54.9,1.0,SHE-TUR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
40,Bolivia,BOL,S. America,2,11.8,50.2,87.1,47.5,80.6,50.8,50.3,52.5,48.9,40.5,54.1,1.0,SHE-BOL,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
41,Tunisia,TUN,Africa,2,12.0,44.2,84.1,47.5,80.6,48.8,50.3,52.5,50.9,28.5,53.9,1.0,SHE-TUN,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
42,Namibia,NAM,Africa,2,2.6,53.2,87.1,49.5,74.6,50.8,52.3,52.5,50.9,50.5,53.6,1.0,SHE-NAM,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
43,Botswana,BWA,Africa,2,2.6,54.2,86.1,51.5,72.6,50.8,50.3,52.5,48.9,46.5,53.5,1.0,SHE-BWA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
44,Peru,PER,S. America,2,32.9,48.2,87.1,47.5,80.6,48.8,50.3,52.5,48.9,40.5,53.5,1.0,SHE-PER,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
45,Indonesia,IDN,Asia,2,273.5,42.2,81.1,47.5,76.6,48.8,48.3,50.5,48.9,30.5,51.9,1.0,SHE-IDN,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
46,South Africa,ZAF,Africa,2,60.0,54.2,84.1,49.5,76.6,52.8,46.3,52.5,50.9,70.5,51.0,1.0,SHE-ZAF,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
47,Honduras,HND,C. America,2,10.3,46.2,84.1,45.5,78.6,46.8,46.3,48.5,44.9,54.5,49.3,1.0,SHE-HND,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
48,Morocco,MAR,Africa,2,37.1,38.2,75.1,41.5,78.6,42.8,46.3,46.5,42.9,26.5,48.3,1.0,SHE-MAR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
49,Kenya,KEN,Africa,2,54.0,46.2,79.1,43.5,66.6,42.8,44.3,44.5,40.9,40.5,46.7,1.0,SHE-KEN,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
50,Ghana,GHA,Africa,2,32.4,43.2,81.1,41.5,68.6,40.8,44.3,44.5,40.9,36.5,46.6,1.0,SHE-GHA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
51,India,IND,Asia,2,1408.0,44.7,73.1,40.0,66.6,40.8,48.3,42.0,40.9,38.5,45.6,1.0,SHE-IND,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
52,Myanmar,MMR,Asia,3,54.4,39.9,70.5,41.8,68.0,30.5,38.3,34.8,31.2,42.3,39.9,0.8,SHE-MMR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
53,Cambodia,KHM,Asia,3,16.7,29.9,72.5,37.8,70.0,32.5,34.3,34.8,31.2,32.3,39.2,0.8,SHE-KHM,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
54,Bangladesh,BGD,Asia,3,166.3,37.4,68.5,35.8,66.0,30.5,36.3,34.8,33.2,38.3,38.7,0.8,SHE-BGD,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
55,Laos,LAO,Asia,3,7.3,29.9,70.5,35.8,68.0,28.5,32.3,32.8,29.2,28.3,37.6,0.8,SHE-LAO,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
56,Jordan,JOR,Middle East,3,10.2,21.9,78.5,29.8,78.0,26.5,30.3,30.8,31.2,26.3,37.4,0.8,SHE-JOR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
57,Nepal,NPL,Asia,3,29.7,33.9,66.5,33.8,64.0,28.5,34.3,32.8,31.2,34.3,36.8,0.8,SHE-NPL,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
58,Guatemala,GTM,C. America,3,17.1,31.9,68.5,35.8,72.0,28.5,30.3,30.8,29.2,50.3,35.4,0.8,SHE-GTM,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
59,Egypt,EGY,Middle East,3,102.3,21.9,68.5,31.8,72.0,20.5,28.3,28.8,27.2,30.3,33.6,0.8,SHE-EGY,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
60,Zimbabwe,ZWE,Africa,3,15.1,29.9,70.5,29.8,56.0,22.5,28.3,24.8,23.2,48.3,30.5,0.8,SHE-ZWE,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
61,Uganda,UGA,Africa,3,47.1,31.9,64.5,29.8,54.0,22.5,28.3,24.8,23.2,50.3,29.7,0.8,SHE-UGA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
62,Afghanistan,AFG,Asia,4,40.1,33.4,53.0,30.4,30.9,25.4,26.9,25.4,23.7,21.1,29.1,0.6,SHE-AFG,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
63,Tanzania,TZA,Africa,3,61.5,27.9,62.5,31.8,56.0,20.5,26.3,22.8,21.2,44.3,28.9,0.8,SHE-TZA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
64,Zambia,ZMB,Africa,3,18.9,27.9,62.5,31.8,54.0,20.5,26.3,22.8,21.2,46.3,28.5,0.8,SHE-ZMB,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
65,Ethiopia,ETH,Africa,3,117.9,25.9,53.5,27.8,50.0,16.5,28.3,23.8,19.2,36.3,26.7,0.8,SHE-ETH,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
66,Nigeria,NGA,Africa,3,213.4,25.9,58.5,29.8,50.0,18.5,22.8,22.8,21.2,46.3,26.2,0.8,SHE-NGA,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
67,Papua New Guinea,PNG,Oceania,3,9.1,23.9,58.5,27.8,56.0,20.5,24.3,24.8,23.2,58.3,26.1,0.8,SHE-PNG,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
68,Cameroon,CMR,Africa,3,27.2,25.9,58.5,27.8,50.0,16.5,24.3,20.8,19.2,42.3,25.9,0.8,SHE-CMR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
69,Iraq,IRQ,Middle East,3,40.2,15.9,56.5,21.8,68.0,16.5,22.3,20.8,17.2,34.3,25.9,0.8,SHE-IRQ,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
70,Mozambique,MOZ,Africa,3,32.2,25.9,56.5,27.8,50.0,18.5,24.3,20.8,19.2,44.3,25.7,0.8,SHE-MOZ,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
71,Pakistan,PAK,Asia,3,225.2,21.9,48.5,29.3,60.0,16.5,22.3,22.8,19.2,42.3,25.4,0.8,SHE-PAK,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
72,Ivory Coast,CIV,Africa,3,26.4,23.9,56.5,27.8,48.0,14.5,22.3,20.8,17.2,38.3,24.7,0.8,SHE-CIV,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
73,Haiti,HTI,Caribbean,3,11.4,21.9,54.5,25.8,44.0,18.5,22.3,20.8,17.2,46.3,23.3,0.8,SHE-HTI,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
74,Sudan,SDN,Africa,3,44.9,16.9,40.5,19.8,46.0,10.5,28.3,23.8,13.2,34.3,21.1,0.8,SHE-SDN,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
75,Syria,SYR,Middle East,4,21.3,15.4,44.0,16.4,44.9,11.4,12.9,11.4,10.7,50.1,15.7,0.6,SHE-SYR,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
76,Mali,MLI,Africa,4,22.4,15.4,36.0,16.4,36.9,7.4,10.9,9.4,8.7,38.1,13.7,0.6,SHE-MLI,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
77,DRC,COD,Africa,4,95.9,13.4,38.0,14.4,34.9,9.4,12.9,9.4,10.7,60.1,11.7,0.6,SHE-COD,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
78,Niger,NER,Africa,4,25.1,13.4,24.0,12.4,28.9,4.4,11.9,7.4,6.7,34.1,10.2,0.6,SHE-NER,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
79,Chad,TCD,Africa,4,16.9,11.4,28.0,14.4,30.9,5.4,8.9,7.4,6.7,40.1,10.0,0.6,SHE-TCD,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
80,Yemen,YEM,Middle East,4,33.7,9.4,28.0,12.4,36.9,7.4,10.9,9.4,6.7,54.1,9.5,0.6,SHE-YEM,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
81,South Sudan,SSD,Africa,4,11.2,13.4,28.0,14.4,28.9,7.4,8.9,7.4,6.7,52.1,9.1,0.6,SHE-SSD,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
82,Central African Republic,CAF,Africa,4,4.8,11.4,30.0,14.4,30.9,7.4,8.9,7.4,6.7,54.1,9.1,0.6,SHE-CAF,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
83,Somalia,SOM,Africa,4,17.1,7.4,20.0,10.4,26.9,3.4,6.9,5.4,4.7,56.1,4.9,0.6,SHE-SOM,2019,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
