# SHEtoken WEI Historical — 2016 | Global WEI: 54.1
# Event-reversal model from 2025 baseline
# (c) 2026 SHE Foundation
#
rank,country,iso_code,region,tier,population_millions,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,wei_score,population_weight,ticker,year,wei_version,data_source,verified,notes,data_source
21,Israel,ISR,Middle East,1,9.3,70.2,96.2,73.7,94.8,76.7,75.8,78.7,76.9,15.4,78.4,1.0,SHE-ISR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
22,South Korea,KOR,Asia,1,51.7,63.2,97.2,67.7,96.8,76.7,75.8,80.7,76.9,11.4,77.6,1.0,SHE-KOR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
23,Uruguay,URY,S. America,1,3.5,70.2,95.2,67.7,92.8,76.7,73.8,76.7,72.9,26.4,75.4,1.0,SHE-URY,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
24,China,CHN,Asia,2,1412.0,59.3,90.9,62.8,87.5,60.2,61.9,63.8,61.1,22.7,65.8,1.0,SHE-CHN,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
25,Argentina,ARG,S. America,2,45.4,57.3,90.9,56.8,88.5,68.2,61.9,65.8,63.1,36.7,65.1,1.0,SHE-ARG,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
26,Ukraine,UKR,Europe,2,43.5,55.3,90.9,60.8,87.5,64.2,59.9,63.8,61.1,28.7,64.6,1.0,SHE-UKR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
27,Chile,CHL,S. America,2,19.1,53.3,89.9,55.8,87.5,64.2,59.9,63.8,61.1,34.7,63.0,1.0,SHE-CHL,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
28,Russia,RUS,Europe,2,144.1,53.3,89.9,58.8,85.5,60.2,55.9,59.8,57.1,26.7,62.0,1.0,SHE-RUS,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
29,Kazakhstan,KAZ,Central Asia,2,19.1,51.3,89.9,58.8,85.5,58.2,57.9,59.8,55.1,26.7,61.5,1.0,SHE-KAZ,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
30,Philippines,PHL,Asia,2,111.0,62.3,88.9,56.8,79.5,58.2,55.9,57.8,55.1,32.7,60.9,1.0,SHE-PHL,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
31,Vietnam,VNM,Asia,2,97.3,55.3,87.9,54.8,85.5,54.2,57.9,57.8,53.1,20.7,60.9,1.0,SHE-VNM,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
32,Thailand,THA,Asia,2,71.6,54.3,85.9,56.8,85.5,56.2,55.9,57.8,55.1,26.7,60.4,1.0,SHE-THA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
33,Sri Lanka,LKA,Asia,2,22.2,53.3,89.9,50.8,82.5,56.2,53.9,55.8,51.1,26.7,58.8,1.0,SHE-LKA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
34,Brazil,BRA,S. America,2,213.0,52.3,87.9,52.8,85.5,62.2,53.9,57.8,55.1,44.7,58.7,1.0,SHE-BRA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
35,Colombia,COL,S. America,2,51.0,49.3,87.9,48.8,84.5,54.2,53.9,57.8,55.1,42.7,56.6,1.0,SHE-COL,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
36,Mongolia,MNG,Asia,2,3.3,52.3,88.9,50.8,81.5,52.2,51.9,53.8,51.1,36.7,56.3,1.0,SHE-MNG,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
37,Mexico,MEX,N. America,2,128.9,44.3,85.9,46.8,82.5,56.2,49.9,55.8,53.1,46.7,54.1,1.0,SHE-MEX,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
38,Rwanda,RWA,Africa,2,13.5,61.3,81.9,46.8,69.5,50.2,53.9,51.8,43.1,34.7,54.1,1.0,SHE-RWA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
39,Turkey,TUR,Europe/Asia,2,84.3,45.3,79.9,50.8,83.5,50.2,49.9,53.8,51.1,34.7,54.0,1.0,SHE-TUR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
40,Bolivia,BOL,S. America,2,11.8,49.3,85.9,46.8,79.5,50.2,49.9,51.8,47.1,40.7,53.2,1.0,SHE-BOL,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
41,Tunisia,TUN,Africa,2,12.0,43.3,82.9,46.8,79.5,48.2,49.9,51.8,49.1,28.7,53.0,1.0,SHE-TUN,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
42,Namibia,NAM,Africa,2,2.6,52.3,85.9,48.8,73.5,50.2,51.9,51.8,49.1,50.7,52.6,1.0,SHE-NAM,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
43,Botswana,BWA,Africa,2,2.6,53.3,84.9,50.8,71.5,50.2,49.9,51.8,47.1,46.7,52.6,1.0,SHE-BWA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
44,Peru,PER,S. America,2,32.9,47.3,85.9,46.8,79.5,48.2,49.9,51.8,47.1,40.7,52.6,1.0,SHE-PER,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
45,Indonesia,IDN,Asia,2,273.5,41.3,79.9,46.8,75.5,48.2,47.9,49.8,47.1,30.7,51.0,1.0,SHE-IDN,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
46,South Africa,ZAF,Africa,2,60.0,53.3,82.9,48.8,75.5,52.2,45.9,51.8,49.1,70.7,50.1,1.0,SHE-ZAF,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
47,Honduras,HND,C. America,2,10.3,45.3,82.9,44.8,77.5,46.2,45.9,47.8,43.1,54.7,48.4,1.0,SHE-HND,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
48,Morocco,MAR,Africa,2,37.1,37.3,73.9,40.8,77.5,42.2,45.9,45.8,41.1,26.7,47.4,1.0,SHE-MAR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
49,Kenya,KEN,Africa,2,54.0,45.3,77.9,42.8,65.5,42.2,43.9,43.8,39.1,40.7,45.8,1.0,SHE-KEN,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
50,Ghana,GHA,Africa,2,32.4,42.3,79.9,40.8,67.5,40.2,43.9,43.8,39.1,36.7,45.7,1.0,SHE-GHA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
51,India,IND,Asia,2,1408.0,43.8,71.9,39.8,65.5,40.2,47.9,41.2,39.1,38.7,44.7,1.0,SHE-IND,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
52,Myanmar,MMR,Asia,3,54.4,38.9,69.0,41.2,66.7,29.8,37.9,34.2,29.6,42.5,39.0,0.8,SHE-MMR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
53,Cambodia,KHM,Asia,3,16.7,28.9,71.0,37.2,68.7,31.8,33.9,34.2,29.6,32.5,38.2,0.8,SHE-KHM,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
54,Bangladesh,BGD,Asia,3,166.3,36.4,67.0,35.2,64.7,29.8,35.9,34.2,31.6,38.5,37.7,0.8,SHE-BGD,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
55,Laos,LAO,Asia,3,7.3,28.9,69.0,35.2,66.7,27.8,31.9,32.2,27.6,28.4,36.6,0.8,SHE-LAO,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
56,Jordan,JOR,Middle East,3,10.2,20.9,77.0,29.2,76.7,25.8,29.8,30.2,29.6,26.4,36.5,0.8,SHE-JOR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
57,Nepal,NPL,Asia,3,29.7,32.9,65.0,33.2,62.7,27.8,33.9,32.2,29.6,34.5,35.9,0.8,SHE-NPL,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
58,Guatemala,GTM,C. America,3,17.1,30.9,67.0,35.2,70.7,27.8,29.8,30.2,27.6,50.5,34.5,0.8,SHE-GTM,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
59,Egypt,EGY,Middle East,3,102.3,20.9,67.0,31.2,70.7,19.8,27.8,28.2,25.6,30.4,32.6,0.8,SHE-EGY,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
60,Zimbabwe,ZWE,Africa,3,15.1,28.9,69.0,29.2,54.7,21.8,27.8,24.2,21.6,48.5,29.6,0.8,SHE-ZWE,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
61,Uganda,UGA,Africa,3,47.1,30.9,63.0,29.2,52.7,21.8,27.8,24.2,21.6,50.5,28.7,0.8,SHE-UGA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
62,Afghanistan,AFG,Asia,4,40.1,33.1,52.2,30.1,30.0,25.1,26.8,25.1,22.8,21.2,28.6,0.6,SHE-AFG,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
63,Tanzania,TZA,Africa,3,61.5,26.9,61.0,31.2,54.7,19.8,25.8,22.2,19.6,44.5,28.0,0.8,SHE-TZA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
64,Zambia,ZMB,Africa,3,18.9,26.9,61.0,31.2,52.7,19.8,25.8,22.2,19.6,46.5,27.5,0.8,SHE-ZMB,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
65,Nigeria,NGA,Africa,3,213.4,24.9,57.0,29.2,48.7,17.8,22.3,22.2,19.6,46.5,25.2,0.8,SHE-NGA,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
66,Ethiopia,ETH,Africa,3,117.9,20.9,52.0,27.2,48.7,15.8,27.8,23.2,17.6,36.5,25.2,0.8,SHE-ETH,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
67,Papua New Guinea,PNG,Oceania,3,9.1,22.9,57.0,27.2,54.7,19.8,23.8,24.2,21.6,58.5,25.1,0.8,SHE-PNG,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
68,Cameroon,CMR,Africa,3,27.2,24.9,57.0,27.2,48.7,15.8,23.8,20.2,17.6,42.5,24.9,0.8,SHE-CMR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
69,Iraq,IRQ,Middle East,3,40.2,14.8,55.0,21.2,66.7,15.8,21.8,20.2,15.6,34.5,24.9,0.8,SHE-IRQ,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
70,Mozambique,MOZ,Africa,3,32.2,24.9,55.0,27.2,48.7,17.8,23.8,20.2,17.6,44.5,24.8,0.8,SHE-MOZ,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
71,Pakistan,PAK,Asia,3,225.2,20.9,47.0,28.7,58.7,15.8,21.8,22.2,17.6,42.5,24.4,0.8,SHE-PAK,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
72,Ivory Coast,CIV,Africa,3,26.4,22.9,55.0,27.2,46.7,13.8,21.8,20.2,15.6,38.5,23.8,0.8,SHE-CIV,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
73,Haiti,HTI,Caribbean,3,11.4,20.9,53.0,25.2,42.7,17.8,21.8,20.2,15.6,46.5,22.3,0.8,SHE-HTI,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
74,Sudan,SDN,Africa,3,44.9,9.8,39.0,19.2,44.7,9.8,23.8,23.2,11.6,34.5,18.6,0.8,SHE-SDN,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
75,Syria,SYR,Middle East,4,21.3,15.1,43.2,16.1,44.0,11.1,12.8,11.1,9.8,50.2,15.2,0.6,SHE-SYR,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
76,Mali,MLI,Africa,4,22.4,15.1,35.2,16.1,36.0,7.1,10.8,9.1,7.8,38.2,13.2,0.6,SHE-MLI,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
77,DRC,COD,Africa,4,95.9,13.1,37.2,14.1,34.0,9.1,12.8,9.1,9.8,60.2,11.2,0.6,SHE-COD,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
78,Niger,NER,Africa,4,25.1,13.1,23.2,12.1,28.0,4.1,11.8,7.1,5.8,34.2,9.7,0.6,SHE-NER,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
79,Chad,TCD,Africa,4,16.9,11.1,27.2,14.1,30.0,5.1,8.8,7.1,5.8,40.2,9.5,0.6,SHE-TCD,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
80,Yemen,YEM,Middle East,4,33.7,9.1,27.2,12.1,36.0,7.1,10.8,9.1,5.8,54.2,9.0,0.6,SHE-YEM,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
81,South Sudan,SSD,Africa,4,11.2,13.1,27.2,14.1,28.0,7.1,8.8,7.1,5.8,52.2,8.6,0.6,SHE-SSD,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
82,Central African Republic,CAF,Africa,4,4.8,11.1,29.2,14.1,30.0,7.1,8.8,7.1,5.8,54.2,8.6,0.6,SHE-CAF,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
83,Somalia,SOM,Africa,4,17.1,7.1,19.2,10.1,26.0,3.1,6.8,5.1,3.8,56.2,4.4,0.6,SHE-SOM,2016,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
