# SHEtoken WEI Historical — 2018 | Global WEI: 54.6
# Event-reversal model from 2025 baseline
# (c) 2026 SHE Foundation
#
rank,country,iso_code,region,tier,population_millions,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,wei_score,population_weight,ticker,year,wei_version,data_source,verified,notes,data_source
44,Peru,PER,S. America,2,32.9,47.9,86.7,47.2,80.2,48.6,50.2,52.2,48.3,40.6,53.2,1.0,SHE-PER,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
45,Indonesia,IDN,Asia,2,273.5,41.9,80.7,47.2,76.2,48.6,48.2,50.2,48.3,30.6,51.6,1.0,SHE-IDN,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
46,South Africa,ZAF,Africa,2,60.0,53.9,83.7,49.2,76.2,52.6,46.2,52.2,50.3,70.6,50.7,1.0,SHE-ZAF,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
47,Honduras,HND,C. America,2,10.3,45.9,83.7,45.2,78.2,46.6,46.2,48.2,44.3,54.6,49.0,1.0,SHE-HND,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
48,Morocco,MAR,Africa,2,37.1,37.9,74.7,41.2,78.2,42.6,46.2,46.2,42.3,26.6,48.0,1.0,SHE-MAR,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
49,Kenya,KEN,Africa,2,54.0,45.9,78.7,43.2,66.2,42.6,44.2,44.2,40.3,40.6,46.4,1.0,SHE-KEN,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
50,Ghana,GHA,Africa,2,32.4,42.9,80.7,41.2,68.2,40.6,44.2,44.2,40.3,36.6,46.3,1.0,SHE-GHA,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
51,India,IND,Asia,2,1408.0,44.4,72.7,39.8,66.2,40.6,48.2,41.8,40.3,38.6,45.3,1.0,SHE-IND,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
52,Myanmar,MMR,Asia,3,54.4,39.5,70.0,41.6,67.5,30.2,38.2,34.6,30.6,42.4,39.6,0.8,SHE-MMR,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
53,Cambodia,KHM,Asia,3,16.7,29.6,72.0,37.6,69.5,32.2,34.2,34.6,30.6,32.4,38.8,0.8,SHE-KHM,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
54,Bangladesh,BGD,Asia,3,166.3,37.0,68.0,35.6,65.5,30.2,36.2,34.6,32.6,38.4,38.3,0.8,SHE-BGD,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
55,Laos,LAO,Asia,3,7.3,29.6,70.0,35.6,67.5,28.2,32.2,32.6,28.6,28.4,37.2,0.8,SHE-LAO,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
56,Jordan,JOR,Middle East,3,10.2,21.6,78.0,29.6,77.5,26.2,30.1,30.6,30.6,26.4,37.1,0.8,SHE-JOR,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
57,Nepal,NPL,Asia,3,29.7,33.5,66.0,33.6,63.6,28.2,34.2,32.6,30.6,34.4,36.5,0.8,SHE-NPL,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
58,Guatemala,GTM,C. America,3,17.1,31.6,68.0,35.6,71.5,28.2,30.1,30.6,28.6,50.4,35.1,0.8,SHE-GTM,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
59,Egypt,EGY,Middle East,3,102.3,21.6,68.0,31.6,71.5,20.2,28.1,28.6,26.6,30.4,33.2,0.8,SHE-EGY,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
60,Zimbabwe,ZWE,Africa,3,15.1,29.6,70.0,29.6,55.6,22.2,28.1,24.6,22.6,48.4,30.2,0.8,SHE-ZWE,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
61,Uganda,UGA,Africa,3,47.1,31.6,64.0,29.6,53.6,22.2,28.1,24.6,22.6,50.4,29.3,0.8,SHE-UGA,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
62,Afghanistan,AFG,Asia,4,40.1,33.3,52.8,30.3,30.6,25.3,26.8,25.3,23.4,21.1,28.9,0.6,SHE-AFG,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
63,Tanzania,TZA,Africa,3,61.5,27.6,62.0,31.6,55.6,20.2,26.1,22.6,20.6,44.4,28.6,0.8,SHE-TZA,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
64,Zambia,ZMB,Africa,3,18.9,27.6,62.0,31.6,53.6,20.2,26.1,22.6,20.6,46.4,28.2,0.8,SHE-ZMB,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
65,Nigeria,NGA,Africa,3,213.4,25.6,58.0,29.6,49.6,18.2,22.6,22.6,20.6,46.4,25.9,0.8,SHE-NGA,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
66,Papua New Guinea,PNG,Oceania,3,9.1,23.6,58.0,27.6,55.6,20.2,24.1,24.6,22.6,58.4,25.8,0.8,SHE-PNG,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
67,Ethiopia,ETH,Africa,3,117.9,21.6,53.0,27.6,49.6,16.2,28.1,23.6,18.6,36.4,25.8,0.8,SHE-ETH,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
68,Iraq,IRQ,Middle East,3,40.2,15.6,56.0,21.6,67.5,16.2,22.1,20.6,16.6,34.4,25.6,0.8,SHE-IRQ,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
69,Cameroon,CMR,Africa,3,27.2,25.6,58.0,27.6,49.6,16.2,24.1,20.6,18.6,42.4,25.5,0.8,SHE-CMR,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
70,Mozambique,MOZ,Africa,3,32.2,25.6,56.0,27.6,49.6,18.2,24.1,20.6,18.6,44.4,25.4,0.8,SHE-MOZ,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
71,Pakistan,PAK,Asia,3,225.2,21.6,48.0,29.1,59.6,16.2,22.1,22.6,18.6,42.4,25.0,0.8,SHE-PAK,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
72,Ivory Coast,CIV,Africa,3,26.4,23.6,56.0,27.6,47.6,14.2,22.1,20.6,16.6,38.4,24.4,0.8,SHE-CIV,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
73,Haiti,HTI,Caribbean,3,11.4,21.6,54.0,25.6,43.6,18.2,22.1,20.6,16.6,46.4,22.9,0.8,SHE-HTI,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
74,Sudan,SDN,Africa,3,44.9,10.6,40.0,19.6,45.6,10.2,24.1,23.6,12.6,34.4,19.3,0.8,SHE-SDN,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
75,Syria,SYR,Middle East,4,21.3,15.3,43.8,16.3,44.6,11.3,12.8,11.3,10.4,50.1,15.5,0.6,SHE-SYR,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
76,Mali,MLI,Africa,4,22.4,15.3,35.8,16.3,36.6,7.3,10.8,9.3,8.4,38.1,13.5,0.6,SHE-MLI,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
77,DRC,COD,Africa,4,95.9,13.3,37.8,14.3,34.6,9.3,12.8,9.3,10.4,60.1,11.5,0.6,SHE-COD,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
78,Niger,NER,Africa,4,25.1,13.3,23.8,12.3,28.6,4.3,11.8,7.3,6.4,34.1,10.0,0.6,SHE-NER,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
79,Chad,TCD,Africa,4,16.9,11.3,27.8,14.3,30.6,5.3,8.8,7.3,6.4,40.1,9.8,0.6,SHE-TCD,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
80,Yemen,YEM,Middle East,4,33.7,9.3,27.8,12.3,36.6,7.3,10.8,9.3,6.4,54.1,9.4,0.6,SHE-YEM,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
81,South Sudan,SSD,Africa,4,11.2,13.3,27.8,14.3,28.6,7.3,8.8,7.3,6.4,52.1,9.0,0.6,SHE-SSD,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
82,Central African Republic,CAF,Africa,4,4.8,11.3,29.8,14.3,30.6,7.3,8.8,7.3,6.4,54.1,8.9,0.6,SHE-CAF,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
83,Somalia,SOM,Africa,4,17.1,7.3,19.8,10.3,26.6,3.3,6.9,5.3,4.4,56.1,4.7,0.6,SHE-SOM,2018,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
