# SHEtoken WEI Historical — 2021 | Global WEI: 54.5
# Event-reversal model from 2025 baseline
# (c) 2026 SHE Foundation
#
rank,country,iso_code,region,tier,population_millions,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,wei_score,population_weight,ticker,year,wei_version,data_source,verified,notes,data_source
12,Ireland,IRL,Europe,1,5.1,81.2,96.4,80.9,97.4,87.4,84.4,86.4,84.9,11.2,86.1,1.0,SHE-IRL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
13,Australia,AUS,Oceania,1,25.9,81.2,95.4,79.9,96.4,89.4,83.4,85.4,84.9,16.2,85.3,1.0,SHE-AUS,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
14,Belgium,BEL,Europe,1,11.5,79.2,95.4,80.9,96.4,87.4,83.4,85.4,83.9,13.2,85.0,1.0,SHE-BEL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
15,Slovenia,SVN,Europe,1,2.1,79.2,95.4,76.9,95.4,85.4,84.4,84.4,82.9,10.2,84.3,1.0,SHE-SVN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
16,Austria,AUT,Europe,1,9.0,78.2,94.4,79.9,96.4,86.4,82.4,84.4,82.9,12.2,84.2,1.0,SHE-AUT,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
17,United Kingdom,GBR,Europe,1,67.0,78.2,95.4,78.9,95.4,86.4,82.4,83.4,83.9,16.2,83.7,1.0,SHE-GBR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
18,Lithuania,LTU,Europe,1,2.8,77.2,95.4,76.9,94.4,85.4,82.4,83.4,82.9,12.2,83.3,1.0,SHE-LTU,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
19,France,FRA,Europe,1,67.4,77.2,94.4,78.9,95.4,85.4,81.4,83.4,82.9,15.2,83.1,1.0,SHE-FRA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
20,Spain,ESP,Europe,1,47.4,75.2,95.4,76.9,95.4,84.4,81.4,82.4,81.9,14.2,82.5,1.0,SHE-ESP,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
21,United States,USA,N. America,1,331.0,76.2,95.4,73.9,93.4,93.4,79.4,81.4,82.9,20.2,82.5,1.0,SHE-USA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
22,Czech Republic,CZE,Europe,1,10.9,75.2,95.4,74.9,95.4,83.4,80.4,81.4,80.9,12.2,81.9,1.0,SHE-CZE,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
23,Latvia,LVA,Europe,1,1.8,75.2,95.4,74.9,94.4,83.4,80.4,81.4,80.9,14.2,81.6,1.0,SHE-LVA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
24,Portugal,PRT,Europe,1,10.3,73.2,94.4,74.9,94.4,83.4,80.4,81.4,79.9,13.2,81.2,1.0,SHE-PRT,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
25,Japan,JPN,Asia,1,125.7,67.2,96.4,71.9,98.4,79.4,78.4,81.4,81.9,7.2,80.6,1.0,SHE-JPN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
26,Israel,ISR,Middle East,1,9.3,71.2,95.4,74.9,95.4,77.4,76.4,77.4,78.9,15.2,79.0,1.0,SHE-ISR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
27,South Korea,KOR,Asia,1,51.7,64.2,96.4,68.9,97.4,77.4,76.4,79.4,78.9,11.2,78.2,1.0,SHE-KOR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
28,Barbados,BRB,Caribbean,1,0.3,73.2,95.4,70.9,92.4,77.4,74.4,75.4,74.9,18.2,77.3,1.0,SHE-BRB,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
29,Uruguay,URY,S. America,1,3.5,71.2,94.4,68.9,93.4,77.4,74.4,75.4,74.9,26.2,75.9,1.0,SHE-URY,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
30,Costa Rica,CRI,C. America,1,5.2,71.2,93.4,66.9,92.4,75.4,72.4,73.4,72.9,22.2,74.9,1.0,SHE-CRI,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
31,Cuba,CUB,Caribbean,2,11.3,68.8,92.4,56.5,87.4,67.2,64.2,65.0,60.1,20.3,68.2,1.0,SHE-CUB,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
32,China,CHN,Asia,2,1412.0,60.8,91.4,64.5,89.4,61.2,62.2,63.0,64.1,22.3,66.9,1.0,SHE-CHN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
33,Argentina,ARG,S. America,2,45.4,58.8,91.4,58.5,90.4,69.2,62.2,65.0,66.1,36.3,66.2,1.0,SHE-ARG,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
34,Ukraine,UKR,Europe,2,43.5,56.8,91.4,62.5,89.4,65.2,60.2,63.0,64.1,28.3,65.8,1.0,SHE-UKR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
35,Chile,CHL,S. America,2,19.1,54.8,90.4,57.5,89.4,65.2,60.2,63.0,64.1,34.3,64.2,1.0,SHE-CHL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
36,Russia,RUS,Europe,2,144.1,54.8,90.4,60.5,87.4,61.2,56.2,59.0,60.1,26.3,63.1,1.0,SHE-RUS,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
37,Kazakhstan,KAZ,Central Asia,2,19.1,52.8,90.4,60.5,87.4,59.2,58.2,59.0,58.1,26.3,62.6,1.0,SHE-KAZ,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
38,Philippines,PHL,Asia,2,111.0,63.8,89.4,58.5,81.4,59.2,56.2,57.0,58.1,32.3,62.1,1.0,SHE-PHL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
39,Vietnam,VNM,Asia,2,97.3,56.8,88.4,56.5,87.4,55.2,58.2,57.0,56.1,20.3,62.1,1.0,SHE-VNM,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
40,Thailand,THA,Asia,2,71.6,55.8,86.4,58.5,87.4,57.2,56.2,57.0,58.1,26.3,61.6,1.0,SHE-THA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
41,Brazil,BRA,S. America,2,213.0,53.8,88.4,54.5,87.4,63.2,54.2,57.0,58.1,44.3,59.9,1.0,SHE-BRA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
42,Sri Lanka,LKA,Asia,2,22.2,54.8,90.4,52.5,84.4,57.2,54.2,55.0,54.1,26.3,59.9,1.0,SHE-LKA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
43,Colombia,COL,S. America,2,51.0,50.8,88.4,50.5,86.4,55.2,54.2,57.0,58.1,42.3,57.8,1.0,SHE-COL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
44,Mongolia,MNG,Asia,2,3.3,53.8,89.4,52.5,83.4,53.2,52.2,53.0,54.1,36.3,57.5,1.0,SHE-MNG,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
45,Mexico,MEX,N. America,2,128.9,45.8,86.4,48.5,84.4,57.2,50.2,55.0,56.1,46.3,55.3,1.0,SHE-MEX,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
46,Rwanda,RWA,Africa,2,13.5,62.8,82.4,48.5,71.4,51.2,54.2,51.0,46.1,34.3,55.2,1.0,SHE-RWA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
47,Turkey,TUR,Europe/Asia,2,84.3,46.8,80.4,52.5,85.4,51.2,50.2,53.0,54.1,34.3,55.2,1.0,SHE-TUR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
48,Bolivia,BOL,S. America,2,11.8,50.8,86.4,48.5,81.4,51.2,50.2,51.0,50.1,40.3,54.4,1.0,SHE-BOL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
49,Tunisia,TUN,Africa,2,12.0,44.8,83.4,48.5,81.4,49.2,50.2,51.0,52.1,28.3,54.2,1.0,SHE-TUN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
50,Namibia,NAM,Africa,2,2.6,53.8,86.4,50.5,75.4,51.2,52.2,51.0,52.1,50.3,53.8,1.0,SHE-NAM,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
51,Botswana,BWA,Africa,2,2.6,54.8,85.4,52.5,73.4,51.2,50.2,51.0,50.1,46.3,53.8,1.0,SHE-BWA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
52,Peru,PER,S. America,2,32.9,48.8,86.4,48.5,81.4,49.2,50.2,51.0,50.1,40.3,53.8,1.0,SHE-PER,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
53,Indonesia,IDN,Asia,2,273.5,42.8,80.4,48.5,77.4,49.2,48.2,49.0,50.1,30.3,52.2,1.0,SHE-IDN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
54,South Africa,ZAF,Africa,2,60.0,54.8,83.4,50.5,77.4,53.2,46.2,51.0,52.1,70.3,51.3,1.0,SHE-ZAF,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
55,Saudi Arabia,SAU,Middle East,2,35.9,36.3,82.4,51.0,85.4,40.2,40.2,47.0,54.1,28.3,50.6,1.0,SHE-SAU,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
56,Honduras,HND,C. America,2,10.3,46.8,83.4,46.5,79.4,47.2,46.2,47.0,46.1,54.3,49.6,1.0,SHE-HND,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
57,Morocco,MAR,Africa,2,37.1,38.8,74.4,42.5,79.4,43.2,46.2,45.0,44.1,26.3,48.6,1.0,SHE-MAR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
58,Kenya,KEN,Africa,2,54.0,46.8,78.4,44.5,67.4,43.2,44.2,43.0,42.1,40.3,47.0,1.0,SHE-KEN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
59,Ghana,GHA,Africa,2,32.4,43.8,80.4,42.5,69.4,41.2,44.2,43.0,42.1,36.3,46.9,1.0,SHE-GHA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
60,India,IND,Asia,2,1408.0,45.3,72.4,43.0,67.4,41.2,48.2,45.5,42.1,38.3,46.6,1.0,SHE-IND,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
61,El Salvador,SLV,C. America,2,6.5,42.8,80.4,42.5,77.4,35.2,40.2,41.0,44.1,52.3,44.6,1.0,SHE-SLV,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
62,Venezuela,VEN,S. America,2,28.3,42.8,82.4,30.5,71.4,45.2,40.2,39.0,44.1,48.3,44.4,1.0,SHE-VEN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
63,Senegal,SEN,Africa,2,17.2,40.8,64.4,40.5,67.4,33.2,40.2,37.0,36.1,34.3,41.3,1.0,SHE-SEN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
64,Timor-Leste,TLS,Asia,2,1.3,40.8,66.4,34.5,69.4,35.2,38.2,35.0,32.1,38.3,40.1,1.0,SHE-TLS,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
65,Cambodia,KHM,Asia,3,16.7,30.6,72.0,38.7,71.0,33.0,34.2,33.2,32.3,32.2,39.5,0.8,SHE-KHM,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
66,Bangladesh,BGD,Asia,3,166.3,38.1,68.0,36.7,67.0,31.0,36.2,33.2,34.3,38.2,39.0,0.8,SHE-BGD,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
67,Laos,LAO,Asia,3,7.3,30.6,70.0,36.7,69.0,29.0,32.2,31.2,30.3,28.2,37.9,0.8,SHE-LAO,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
68,Jordan,JOR,Middle East,3,10.2,22.6,78.0,30.7,79.0,27.0,30.2,29.2,32.3,26.2,37.7,0.8,SHE-JOR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
69,Nepal,NPL,Asia,3,29.7,34.6,66.0,34.7,65.0,29.0,34.2,31.2,32.3,34.2,37.1,0.8,SHE-NPL,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
70,Malawi,MWI,Africa,2,20.4,42.8,66.4,34.5,59.4,27.2,34.2,29.0,24.1,40.3,35.8,1.0,SHE-MWI,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
71,Guatemala,GTM,C. America,3,17.1,32.6,68.0,36.7,73.0,29.0,30.2,29.2,30.3,50.2,35.7,0.8,SHE-GTM,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
72,Myanmar,MMR,Asia,3,54.4,24.6,70.0,34.7,69.0,31.0,26.2,33.2,32.3,42.2,35.2,0.8,SHE-MMR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
73,Liberia,LBR,Africa,2,5.2,42.8,60.4,34.5,55.4,25.2,32.2,27.0,24.1,38.3,34.0,1.0,SHE-LBR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
74,Egypt,EGY,Middle East,3,102.3,22.6,68.0,32.7,73.0,21.0,28.2,27.2,28.3,30.2,33.9,0.8,SHE-EGY,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
75,Palestine,PSE,Middle East,3,5.4,26.6,70.0,20.7,77.0,27.0,32.2,31.2,24.3,46.2,33.6,0.8,SHE-PSE,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
76,Iran,IRN,Middle East,2,87.9,20.8,76.4,30.5,79.4,17.2,23.7,23.0,26.1,32.3,33.1,1.0,SHE-IRN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
77,Zimbabwe,ZWE,Africa,3,15.1,30.6,70.0,30.7,57.0,23.0,28.2,23.2,24.3,48.2,30.8,0.8,SHE-ZWE,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
78,Uganda,UGA,Africa,3,47.1,32.6,64.0,30.7,55.0,23.0,28.2,23.2,24.3,50.2,30.0,0.8,SHE-UGA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
79,Tanzania,TZA,Africa,3,61.5,28.6,62.0,32.7,57.0,21.0,26.2,21.2,22.3,44.2,29.2,0.8,SHE-TZA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
80,Zambia,ZMB,Africa,3,18.9,28.6,62.0,32.7,55.0,21.0,26.2,21.2,22.3,46.2,28.8,0.8,SHE-ZMB,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
81,Nigeria,NGA,Africa,3,213.4,26.6,58.0,30.7,51.0,19.0,22.7,21.2,22.3,46.2,26.5,0.8,SHE-NGA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
82,Papua New Guinea,PNG,Oceania,3,9.1,24.6,58.0,28.7,57.0,21.0,24.2,23.2,24.3,58.2,26.4,0.8,SHE-PNG,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
83,Cameroon,CMR,Africa,3,27.2,26.6,58.0,28.7,51.0,17.0,24.2,19.2,20.3,42.2,26.2,0.8,SHE-CMR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
84,Iraq,IRQ,Middle East,3,40.2,16.6,56.0,22.7,69.0,17.0,22.2,19.2,18.3,34.2,26.2,0.8,SHE-IRQ,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
85,Mozambique,MOZ,Africa,3,32.2,26.6,56.0,28.7,51.0,19.0,24.2,19.2,20.3,44.2,26.0,0.8,SHE-MOZ,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
86,Pakistan,PAK,Asia,3,225.2,22.6,48.0,30.2,61.0,17.0,22.2,21.2,20.3,42.2,25.7,0.8,SHE-PAK,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
87,Libya,LBY,Middle East,3,7.0,16.6,62.0,22.7,67.0,19.0,18.2,17.2,20.3,42.2,25.6,0.8,SHE-LBY,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
88,Ethiopia,ETH,Africa,3,117.9,24.6,53.0,28.7,51.0,17.0,20.2,16.2,20.3,36.2,25.0,0.8,SHE-ETH,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
89,Ivory Coast,CIV,Africa,3,26.4,24.6,56.0,28.7,49.0,15.0,22.2,19.2,18.3,38.2,25.0,0.8,SHE-CIV,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
90,Haiti,HTI,Caribbean,3,11.4,22.6,54.0,26.7,45.0,19.0,22.2,19.2,18.3,46.2,23.6,0.8,SHE-HTI,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
91,Sierra Leone,SLE,Africa,3,8.1,24.6,46.0,28.7,45.0,11.0,18.2,15.2,16.3,44.2,21.0,0.8,SHE-SLE,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
92,Sudan,SDN,Africa,3,44.9,14.6,40.0,20.7,47.0,11.0,26.2,22.2,14.3,34.2,20.7,0.8,SHE-SDN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
93,Guinea,GIN,Africa,3,13.5,20.6,36.0,30.7,45.0,7.0,18.2,13.2,14.3,48.2,18.0,0.8,SHE-GIN,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
94,Burkina Faso,BFA,Africa,3,22.1,19.6,36.0,24.7,45.0,13.0,16.2,11.2,10.3,40.2,18.0,0.8,SHE-BFA,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
95,Syria,SYR,Middle East,4,21.3,15.6,43.0,17.1,45.6,11.6,12.6,9.6,11.3,50.1,15.6,0.6,SHE-SYR,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
96,Eritrea,ERI,Africa,3,3.5,10.6,38.0,22.7,47.0,9.0,10.2,7.2,6.3,42.2,14.4,0.8,SHE-ERI,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
97,Mali,MLI,Africa,4,22.4,15.6,35.0,17.1,37.6,7.6,10.6,7.6,9.3,38.1,13.6,0.6,SHE-MLI,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
98,DRC,COD,Africa,4,95.9,13.6,37.0,15.1,35.6,9.6,12.6,7.6,11.3,60.1,11.6,0.6,SHE-COD,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
99,Niger,NER,Africa,4,25.1,13.6,23.0,13.1,29.6,4.6,11.6,5.6,7.3,34.1,10.1,0.6,SHE-NER,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
100,Chad,TCD,Africa,4,16.9,11.6,27.0,15.1,31.6,5.6,8.6,5.6,7.3,40.1,9.9,0.6,SHE-TCD,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
101,Yemen,YEM,Middle East,4,33.7,9.6,27.0,13.1,37.6,7.6,10.6,7.6,7.3,54.1,9.5,0.6,SHE-YEM,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
102,South Sudan,SSD,Africa,4,11.2,13.6,27.0,15.1,29.6,7.6,8.6,5.6,7.3,52.1,9.1,0.6,SHE-SSD,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
103,Central African Republic,CAF,Africa,4,4.8,11.6,29.0,15.1,31.6,7.6,8.6,5.6,7.3,54.1,9.0,0.6,SHE-CAF,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
104,Somalia,SOM,Africa,4,17.1,7.6,19.0,11.1,27.6,3.6,6.6,3.6,5.3,56.1,4.8,0.6,SHE-SOM,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
105,Afghanistan,AFG,Asia,4,40.1,0,0,1.5,31.6,0,0.8,0,0,71.1,-3.0,0.6,SHE-AFG,2021,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
